coordinate,name,borough
"POINT(-73.80129880488006, 40.70403984515558)",GRACE CEMETERY,Queens
"POINT(-73.89814751636477, 40.880165583083745)",CITADEL REHAB/NURSING CENTER,The Bronx
"POINT(-74.02311800559042, 40.65144176627605)",PIER 52 ST,Brooklyn
"POINT(-73.88439689192089, 40.836462120350376)",MITCHELL PARK,The Bronx
"POINT(-73.82891980579569, 40.763197939929235)",QUEENS N TASK FORCE,Queens
"POINT(-73.85000192452489, 40.683304051953286)",QUEENS EXPLORERS ELEMENTARY SCHOOL,Queens
"POINT(-74.00899724080166, 40.74443404078287)",PIER 58,Manhattan
"POINT(-73.91372037682176, 40.74525851002708)",ENG 325 FDNY\43 AV,Queens
"POINT(-74.08121821575453, 40.63022458890425)",TRINITY EVANGELICAL LUTHERAN CHURCH,Staten Island
"POINT(-74.13673426131203, 40.613181544111455)",ALBA HOUSE BOOK STORE,Staten Island
"POINT(-73.88273434342929, 40.68491983879721)",HIGH LAND PARK YMCA,Brooklyn
"POINT(-73.91763486819333, 40.62029462920995)",KINGSLAWN U P PRESBY CHURCH,Brooklyn
"POINT(-73.84814841084959, 40.77399590159293)",WATERVIEW NURSING HOME,Queens
"POINT(-73.76477231314733, 40.718995467967254)",HOLLISWOOD POST OFFICE,Queens
"POINT(-73.9952516054759, 40.743209760186005)",ST FRANCIS II RESIDENCE,Manhattan
"POINT(-73.92040224224681, 40.8803322326765)",EDGEHILL CONGREGATION CHURCH,The Bronx
"POINT(-73.76871734410568, 40.703679832035135)",MOJAYS DAYCARE CENTER,Queens
"POINT(-73.98674377370735, 40.77039069344509)",JOHN JAY COLLEGE CHILDRENS CENTER,Manhattan
"POINT(-73.90171395708231, 40.878478412487304)",KINGSBRIDGE LUTHRN CHURCH,The Bronx
"POINT(-73.77611960043829, 40.59585326446843)",BLANCHE COMMUNITY PROGRASS DAY CARE CENTER BEACH CHANNEL DR,Queens
"POINT(-73.98831665950294, 40.734061025422236)",CON EDISON 212 460 3033,Manhattan
"POINT(-73.98367725801859, 40.762637063409215)",NOVOTEL HOTEL,Manhattan
"POINT(-74.13693261935289, 40.61316652404152)",SOCIETY OF ST PAUL BLDG,Staten Island
"POINT(-73.98388381800753, 40.762826494474574)",GALAGHERS STEAK HOUSE,Manhattan
"POINT(-73.96499101547523, 40.76151805062303)",ALL SAINTS EPISCOPAL CHUR,Manhattan
"POINT(-73.97343716032614, 40.753507589398396)",BOTSWANA MISSION TO UN,Manhattan
"POINT(-73.92844718460992, 40.78881997199145)",NYS OMH DUNLAP STORE HOUSE BLDG,Manhattan
"POINT(-74.00531459722282, 40.65713664668234)",BUSH TERMINAL POST OFFICE,Brooklyn
"POINT(-73.9097766803314, 40.82367891146838)",BORICUA VILLAGE,The Bronx
"POINT(-73.91296201052472, 40.67276814037761)",BROWN PROJECTS,Brooklyn
"POINT(-73.99155451408414, 40.72808548056758)",COOPER UNION ADMINISTRATIVE OFFICES,Manhattan
"POINT(-73.98147689084577, 40.722276117311424)",BRISAS DEL CARIBE GARDEN,Manhattan
"POINT(-73.84694181389584, 40.721738766289434)",POST OFF-FOREST HL,Queens
"POINT(-73.80179919891114, 40.76135667854814)",STATION A POST OFFICE,Queens
"POINT(-74.08869691679062, 40.63084812650078)",JEWISH COMMUNITY CTR VICTORY,Staten Island
"POINT(-74.08887631473536, 40.63065052390604)",JCC ABERLIN NORTH SHORE,Staten Island
"POINT(-74.23418277075801, 40.486913882903885)",WARD POINT SECONDARY CHANNEL BUOY 1,
"POINT(-74.23886546023707, 40.48392862156926)",WARD POINT SECONDARY CHANNEL BUOY 3,
"POINT(-73.81162029155223, 40.79011377424165)",WHITESTONE HEBREW CENTER,Queens
"POINT(-73.78500772073888, 40.703776055986225)",K L WILLIAMS PLAYGROUND,Queens
"POINT(-74.22983368026644, 40.49174986857593)",RARITAN BAY CHANNEL LIGHTED BELL BUOY 46,Staten Island
"POINT(-74.00200980923415, 40.74165005808595)",KELLY PG,Manhattan
"POINT(-74.07088622906436, 40.612338851872735)",POST OFFICE ROSEBANK,Staten Island
"POINT(-73.82520976909434, 40.796563977719885)",FRANCIS LEWIS PARK,Queens
"POINT(-73.83301785861629, 40.85927550087475)",GOLD CREST CENTER NURSING HOME,The Bronx
"POINT(-73.90084186899679, 40.86421384635355)",DAVIDSON AVENUE COMMUNITY GARDENERS GROUP,The Bronx
"POINT(-73.84304621792003, 40.842187963467474)",WESTCHESTER POST OFFICE,The Bronx
"POINT(-73.81127722427304, 40.67564097963411)",SOUTH OZONE PARK POST OFFICE,Queens
"POINT(-73.92158199634551, 40.67026190634347)",HIGHER LEARNING DAYCARE CENTER,Brooklyn
"POINT(-74.25788008696622, 40.489493646624695)",WARD POINT ANCHORAGE BUOY B,
"POINT(-73.86766333491593, 40.70252658622888)",DRY HARBOR PLAYGROUND,Queens
"POINT(-73.96325968819144, 40.80626160283636)",COLUMBIA UNIVERSITY BUTLER LIBRARY,Manhattan
"POINT(-73.78218082361602, 40.68328755034856)",PACCOR DAY CARE JAMAICA,Queens
"POINT(-73.78590112085868, 40.727446094191095)",UTOPIA POST OFFICE,Queens
"POINT(-73.9649844833422, 40.754401364124284)",SOUTHERN YEMEN MSS,Manhattan
"POINT(-73.97641334839841, 40.783018697636166)",BROWNSTONE SCHOOL&DCC,Manhattan
"POINT(-74.01832156780267, 40.65293879318605)",BUSH TERMINAL,Brooklyn
"POINT(-73.78385815740626, 40.873433747530555)",TWO TREE ISLAND,The Bronx
"POINT(-73.91829584940767, 40.945754166478494)",ALPINE BOAT BASIN,
"POINT(-74.10822858120399, 40.61768351481866)",STONE HOUSE AT CLOVE LAKES,Staten Island
"POINT(-73.97002179859564, 40.75360834801651)",DENMARK CONSUL 32 33 FL,Manhattan
"POINT(-74.14001637900893, 40.54415510005631)",RCH COUNTY YACHT CLUB,Staten Island
"POINT(-73.97426550014957, 40.742170804590764)",NEW YORK UNIVERSITY MEDICAL CTR,Manhattan
"POINT(-74.00288721981366, 40.73891495942816)",JACKSON SQUARE PARK,Manhattan
"POINT(-73.99744324347114, 40.72170085583335)",PETROSINO PARK,Manhattan
"POINT(-74.15256985544636, 40.51017589972206)",RARITAN BAY BUOY 20A,Staten Island
"POINT(-74.14183966829117, 40.542812450655134)",SI BOAT SALES MARINA,Staten Island
"POINT(-73.94002701899548, 40.84013343086557)",MITCHEL SQUARE,Manhattan
"POINT(-74.14157945586483, 40.543523755747465)",ATLANTIC PRINCESS CHARTER,Staten Island
"POINT(-74.00614843752408, 40.72983116885538)",WALKER PARK,Manhattan
"POINT(-73.84892542054827, 40.81968065789832)",CASTLE HILL SENIOR CENTER,The Bronx
"POINT(-73.97523814817582, 40.745160870898104)",ST VARTAN ARMENIAN CHURCH,Manhattan
"POINT(-74.13984735117782, 40.544484785308626)",MANSHUN MARINA,Staten Island
"POINT(-74.08166981698034, 40.641126179031055)",FORT HILL PARK,Staten Island
"POINT(-73.7828646718882, 40.83749764272023)",BELDEN PT,The Bronx
"POINT(-73.94557039628135, 40.71313176196174)",SMALL WORLD DAY CARE CENTER,Brooklyn
"POINT(-73.92721818285517, 40.66277075655438)",RUTLAND PLAZA,Brooklyn
"POINT(-73.86575547216832, 40.75599131032538)",FLORENCE E SMITH COMMUNITY CENTER,Queens
"POINT(-73.83539370356097, 40.578214230958494)",PARK INN HOME FOR ADULTS,Queens
"POINT(-74.1407241737517, 40.543983249310585)",MARINA CAFE,Staten Island
"POINT(-73.94553910214285, 40.713131566064725)",SWINGING 60 SENIOR CENTER,Brooklyn
"POINT(-73.97178737820136, 40.657576288514754)",LOOKOUT HILL,Brooklyn
"POINT(-73.97659812141504, 40.66349781758712)",PROSPECT PARK RESTROOMS BANDSHELL,Brooklyn
"POINT(-73.97033848090801, 40.656920179395684)",PROSPECT PARK - WELLHOUSE,Brooklyn
"POINT(-73.76909828722019, 40.599123305436564)",BAYSWATER PARK,Queens
"POINT(-74.15788193733853, 40.53180875005222)",OLMSTED BEIL HOUSE PARK,Staten Island
"POINT(-74.1579310537344, 40.5319910460472)",OLMSTED BEIL COMPLEX,Staten Island
"POINT(-74.1581074324711, 40.531887102290945)",OLMSTED BEIL HOUSE,Staten Island
"POINT(-73.74998656487949, 40.669344415916015)",MALL 225 SOUTH,Queens
"POINT(-73.91881517843451, 40.88317947017116)",SCHERVIER REHABILITATION & NURSING CENTER,The Bronx
"POINT(-73.88048165044975, 40.667044430140734)",ST GABRIELS RC CHURCH,Brooklyn
"POINT(-73.98015282379698, 40.74105493937941)",ST ILLUMINATORS CATHEDRAL,Manhattan
"POINT(-73.89084024763079, 40.82422331330173)",SUNNYVALE PLGD,The Bronx
"POINT(-73.75051021980883, 40.75392391364398)",LINNAEUS PLAYGROUND,Queens
"POINT(-74.03426596502513, 40.61102432032812)",J JONES PARK,Brooklyn
"POINT(-73.9060947661511, 40.8388526369543)",A MICHEL TRIANGLE,The Bronx
"POINT(-73.94275437940479, 40.84851668222747)",HAVEN AVENUE PARK,Manhattan
"POINT(-73.9799225029439, 40.72912073089826)",DIAS Y FLORES GARDEN,Manhattan
"POINT(-74.01763091788693, 40.70575591271207)",SKYSCRAPER MUSEUM,Manhattan
"POINT(-73.97816536810492, 40.73187776858353)",STUYVESANT TOWN,Manhattan
"POINT(-73.87700599269317, 40.743360920890986)",ST BARTHOLOMEW RC CHURCH,Queens
"POINT(-73.80237538968805, 40.67768453691957)",FOCH SITTING AREA,Queens
"POINT(-73.94482935762922, 40.79958921533682)",JEHOVAHS KINGDM HL,Manhattan
"POINT(-73.9984440960162, 40.66104383973437)",OL CZENSTOCHOWA CH,Brooklyn
"POINT(-73.9162669067944, 40.89560105864951)",RIVERDALE PARK,The Bronx
"POINT(-73.98482924723899, 40.73299067733107)",ST MARYS BYZANT CH,Manhattan
"POINT(-74.00354293454376, 40.731869059949105)",CALIENTE CAB RESTAURANT 7 AVE S,Manhattan
"POINT(-74.01733237339081, 40.70561003757387)",RITZ CARLTON HOTEL BATTERY PARK,Manhattan
"POINT(-73.9737434613455, 40.69449900995536)",WHITMAN PROJECTS BUILDING 5,Brooklyn
"POINT(-73.87402151589248, 40.67267071604362)",CYPRESS HILLS LIBRARY,Brooklyn
"POINT(-73.91319239754431, 40.69762392645613)",ALL CITY LEADERSHIP HS,Brooklyn
"POINT(-73.9736769032082, 40.75973511993285)",COCA COLA CO,Manhattan
"POINT(-73.91438817009812, 40.68381137913272)",700 DECATUR STREET BLOCK ASSOCIATION,Brooklyn
"POINT(-73.76834075819261, 40.76016978752613)",BAYSIDE LIBRARY,Queens
"POINT(-73.7821898300483, 40.595803518997116)",EDGEMERE PROJECTS BUILDING 11,Queens
"POINT(-73.91386652268335, 40.69746048243433)",RIDGEWOOD BUSHWICK YOUTH CENTER,Brooklyn
"POINT(-73.90916853674166, 40.84239367792801)",CLAREMONT PARK PLAYGROUND MORRIS AV,The Bronx
"POINT(-73.85196310502623, 40.74658183869406)",HALL OF SCIENCE PLGD,Queens
"POINT(-74.02974050807767, 40.62104857669464)",K 264,Brooklyn
"POINT(-73.92871819541146, 40.82973061249571)",MACOMBS DAM PARK,The Bronx
"POINT(-74.01751810848626, 40.70411455565908)",BATTERY PARK AT WEST STREET,Manhattan
"POINT(-73.99853634755688, 40.712701205455396)",SAINT JAMES SQUARE,Manhattan
"POINT(-73.98928946303948, 40.69824370317377)",W WHITMAN PARK,Brooklyn
"POINT(-73.87574434742926, 40.702585245857996)",GLENDALE LIBRARY,Queens
"POINT(-74.11481762141813, 40.63452088759388)",W NEW BRIGHTON LIBRARY,Staten Island
"POINT(-73.99068035170532, 40.69762073795548)",CADMAN PLAZA PARK,Brooklyn
"POINT(-73.92060733934834, 40.878395156752156)",SPUYTEN DUYVIL SHOREFRONT PARK,The Bronx
"POINT(-73.78427026371516, 40.75758009717408)",EAST FLUSHING LIBRARY,Queens
"POINT(-73.91734564321558, 40.82436430127449)",MORRISANIA AIR RIGHTS CENTER,The Bronx
"POINT(-73.85826642463316, 40.82036795571907)",STEVENSON FAMILY HEALTH CENTER,The Bronx
"POINT(-73.97700520252282, 40.70222268628223)",BROOKLYN NAVY YARD BUILDING 234,Brooklyn
"POINT(-73.98749316261234, 40.69551356479685)",N Y C TECHNICAL COLL NAMM HALL,Brooklyn
"POINT(-73.97683540818721, 40.70234284546169)",BROOKLYN NAVY YARD BUILDING 313,Brooklyn
"POINT(-73.97969064991196, 40.70048971144762)",NYPD BK TOW POUND FACILITY,Brooklyn
"POINT(-73.92883349388597, 40.81871161537763)",HOSTOS CC SAVOY MANOR BUILDING,The Bronx
"POINT(-73.9883515128968, 40.695280267173096)",NYC TECH CON EDISON BUILDING,Brooklyn
"POINT(-73.97316161899603, 40.751283818870185)",BOLIVIAN CONSULATE,Manhattan
"POINT(-73.97757042104755, 40.70058467262685)",BROOKLYN NAVY YARD BLDG 11 A,Brooklyn
"POINT(-73.97790045220474, 40.700700781912204)",BROOKLYN NAVY YARD BLDG 12 B,Brooklyn
"POINT(-73.97780808127105, 40.69956793586829)",BROOKLYN NAVY YARD BUILDING 25,Brooklyn
"POINT(-73.97645383349149, 40.69835477136256)",BROOKLYN NAVY YARD BLDG 50 A,Brooklyn
"POINT(-73.9724403882586, 40.750988998830834)",LICEUM KENNEDY SCHOOL,Manhattan
"POINT(-73.96426876476119, 40.70115182252367)",BROOKLYN NAVY YARD BUILDING 700,Brooklyn
"POINT(-73.96720669112253, 40.69917432539538)",BROOKLYN NAVY YARD BUILDING 385,Brooklyn
"POINT(-73.99705400424571, 40.73552976943485)",NEW SCHOOL FOR SOCIAL RESEARCH,Manhattan
"POINT(-73.9835339071733, 40.72352926149899)",CORNELIA CONNELLY CENTER,Manhattan
"POINT(-73.93607837666752, 40.84873729711375)",SAINT SPYRIDON SCHOOL,Manhattan
"POINT(-73.97308174628517, 40.75124953377757)",COSTA RICA MISSION TO UN,Manhattan
"POINT(-73.94205576824226, 40.78911113333933)",EAST RIVER FAMILY CENTER,Manhattan
"POINT(-73.97312704910041, 40.75126970226631)",MAURITIUS MISSION,Manhattan
"POINT(-73.94729677618827, 40.821354812960195)",HAMILTON GRANGE,Manhattan
"POINT(-73.95505654038755, 40.781576753416275)",DALTON MIDDLE & HIGH SCHOOL,Manhattan
"POINT(-73.9455128247344, 40.80965976621897)",OBERIA D DEMPSEY THEATER,Manhattan
"POINT(-74.00268266543905, 40.645232225547396)",CHRIST UNITED METHODIST HEAD START,Brooklyn
"POINT(-74.0026642211866, 40.645262500860525)",CHRIST UNITED METHODIST CHURCH,Brooklyn
"POINT(-73.9571294086382, 40.765211469295565)",ST CATHERINE SIENA CHURCH,Manhattan
"POINT(-73.9429308872983, 40.74610336428701)",TRAFFIC COURT,Queens
"POINT(-73.9690577829746, 40.752824520554306)",ESTONIA MISSION TO UN,Manhattan
"POINT(-73.97610709032183, 40.75176647368659)",HYATT GRAND,Manhattan
"POINT(-73.95064879681739, 40.82898883259975)",PALISADES PLAYGROUND,Manhattan
"POINT(-73.84838988002767, 40.81727225440485)",CASTLE HILL PROJECTS BLDG 8,The Bronx
"POINT(-73.85848309338827, 40.890773059676505)",SUSAN WAGNER DAY SCHOOL 4102 WHITE PLAINS RD,The Bronx
"POINT(-73.90702274429755, 40.87588167872532)",LITTLE ANGELS HEAD START MARBLE HILL HEAD START,Manhattan
"POINT(-73.99505170139113, 40.69593286384088)",ST CHARLES JUBILEE SENIOR CENTER,Brooklyn
"POINT(-73.90805422900671, 40.876438068235785)",MARBLE HILL COMMUNITY CENTER,Manhattan
"POINT(-74.14476649927244, 40.60822957661588)",THE GINGERBREAD LEARNING CENTER N GANNON AV,Staten Island
"POINT(-73.90460008344795, 40.82163755577416)",MCKINLEY COMMUNITY CENTER,The Bronx
"POINT(-73.91798521124137, 40.82100631612723)",MELROSE HOUSES CHILD HEALTH CLINIC,The Bronx
"POINT(-73.92031533496996, 40.82172127972681)",NYCHA CLASSIC CENTER MELROSE,The Bronx
"POINT(-73.96888595608326, 40.752755984763816)",THE FAMILY SCHOOL,Manhattan
"POINT(-73.958462037874, 40.76616963845526)",HUNGARIAN REFMD CH,Manhattan
"POINT(-73.80789239906932, 40.61281006874461)",WINHOLE CHANNEL LIGHT 3,Queens
"POINT(-74.26069398522623, 40.48433374667633)",RARITAN RIVER CHANNEL BUOY 3,
"POINT(-74.09049667422896, 40.59552092946128)",CARMEL RCH NURSING HOME,Staten Island
"POINT(-73.74017752035179, 40.659629309029874)",ROSEDALE POST OFFICE,Queens
"POINT(-73.83101155875794, 40.66031564339488)",POST OFF-SPRGFLD B,Queens
"POINT(-73.8957243014065, 40.72763070775237)",MASPETH POST OFFICE,Queens
"POINT(-73.95155862458198, 40.587593173892586)",BAY POST OFFICE,Brooklyn
"POINT(-73.99479736737027, 40.71268505414552)",RED APPLE CHILD DEVELOPMENT CENTER MARKET ST,Manhattan
"POINT(-73.96017949258626, 40.76803814989831)",LENOX HILL POST OFFICE,Manhattan
"POINT(-73.97172730409396, 40.59692614506778)",GRAVESEND POST OFFICE,Brooklyn
"POINT(-73.8618894834973, 40.83666037697459)",PARKCHESTER POST OFFICE,The Bronx
"POINT(-73.88701070498254, 40.65000941863195)",VANDALIA PROJECTS,Brooklyn
"POINT(-73.99189202287536, 40.71411451660838)",KNICKERBOCKER POST OFFICE,Manhattan
"POINT(-73.73989771445258, 40.659950886653924)",ROSEDALE LIBRARY,Queens
"POINT(-73.94384238357839, 40.79473968741185)",HELLGATE POST OFFICE,Manhattan
"POINT(-73.93843261410325, 40.79496131344411)",PS 102,Manhattan
"POINT(-73.99875738314854, 40.75069811598238)",MORGAN GENERAL MAIL FACILITY,Manhattan
"POINT(-73.73468974311808, 40.727035203820066)",PS 33,Queens
"POINT(-73.93327287231074, 40.636301690345576)",K 109,Brooklyn
"POINT(-73.94006992958394, 40.845523419397196)",HARBOR HEIGHTS SCHOOL,Manhattan
"POINT(-73.93514253989689, 40.80567032038962)",P S 138,Manhattan
"POINT(-73.93548758910096, 40.8058252709977)",SUCCESS ACADEMY 2 CHARTER,Manhattan
"POINT(-73.94570279402147, 40.81499809696149)",ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,Manhattan
"POINT(-73.94459399533139, 40.82012577151435)",HAARLEM SUCCESS ACADEMY CHARTER SCHOOL 5,Manhattan
"POINT(-73.98621464269107, 40.72437641982902)",NEIGHBORHOOD SCHOOL,Manhattan
"POINT(-73.93102400247061, 40.84920196158216)",WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,Manhattan
"POINT(-73.9780206990537, 40.781109876680496)",PS 334,Manhattan
"POINT(-73.9779775122894, 40.78109083872992)",PS 452,Manhattan
"POINT(-73.933633983107, 40.7665686631157)",SUPER 8 LIC LGA HOTEL,Queens
"POINT(-73.8809063902689, 40.76374080335357)",O'SULLIVAN PLAZA,Queens
"POINT(-73.84720770162419, 40.81674647314012)",DR KATHARINE DODGE BROWNELL SCHOOL,The Bronx
"POINT(-73.97011826236051, 40.67399111961719)",GRAND ARMY PLAZA,Brooklyn
"POINT(-73.91988445584433, 40.66393967024853)",HOWARD MALLS,Brooklyn
"POINT(-73.82084828740581, 40.58377397767203)",ST CAMILLUS CHURCH,Queens
"POINT(-73.97118643976894, 40.66201329480804)",SWAN BOAT LAKE,Brooklyn
"POINT(-74.00175409080845, 40.73837787813469)",BUCKLE MY SHOE NURSERY SCHOOL W 13 ST,Manhattan
"POINT(-73.82280111351473, 40.74460473485015)",ST ANNS CHURCH RECTORY,Queens
"POINT(-73.86332042787372, 40.67427007386846)",FORBELL MENS SELTR,Brooklyn
"POINT(-73.80024061729284, 40.703964674347)",JAM DIST HLTH CTR,Queens
"POINT(-74.00897443764956, 40.746265494768444)",CHELSEA PIERS BOWLING,Manhattan
"POINT(-73.98944964842386, 40.72438027054794)",HOLY VIRGIN RUSSN,Manhattan
"POINT(-74.23814113888585, 40.53684326967294)",HUNGARIAN REF CHUR,Staten Island
"POINT(-74.0341511208344, 40.61143130815526)",DOVER PATROL MONUMENT,Brooklyn
"POINT(-73.88775271663555, 40.818657196138865)",BAT 3 FDNY\FAILE,The Bronx
"POINT(-73.88066927131655, 40.82102554804951)",BRONX ARENA HIGH SCHOOL,The Bronx
"POINT(-73.99314984346074, 40.696759476658805)",GERMAN ZION LUTHERAN,Brooklyn
"POINT(-73.83351849438297, 40.74832466963846)",FMCP LAWRENCE PLGD,Queens
"POINT(-73.83370887377005, 40.74845596591173)",LAWRENCE PG COMFORT STATION,Queens
"POINT(-73.83363011870419, 40.75146212879358)",FMCP A OERTER REC CNTR,Queens
"POINT(-73.99353742047359, 40.6969866274067)",1ST PRESBYTERIAN,Brooklyn
"POINT(-73.91391389508716, 40.822883035877254)",MELROSE COMMONS PARK COMFORT STA,The Bronx
"POINT(-73.91380830118949, 40.82310392003421)",MELROSE COMMONS PARK,The Bronx
"POINT(-73.92872385343622, 40.789936704398265)",MN PSYCH CENTER MEYER BUILDING,Manhattan
"POINT(-73.82747961853161, 40.87181841939784)",CO-OP CITY ADLER PLACE TOWN HOUSES @ 5 TO 10 ADLER PL,The Bronx
"POINT(-73.94226522029406, 40.69491650402485)",BEDFORD-STUYVESANT REHAB HOUSES,Brooklyn
"POINT(-73.92953264642212, 40.78926270085931)",MN PSYCH CENTER,Manhattan
"POINT(-73.97773263519265, 40.69448969910054)",WALT WHITMAN LIBRARY,Brooklyn
"POINT(-73.99047583103166, 40.735954819699394)",UNION SQUARE PARK,Manhattan
"POINT(-73.96715097157188, 40.75319835195417)",GERMAN FED MISSION 41 FL,Manhattan
"POINT(-73.97147460267068, 40.75223815188658)",NETHERLAND MISSION 9 FL,Manhattan
"POINT(-74.01264584511847, 40.70703839727751)",THAILAND TOURST OFC,Manhattan
"POINT(-73.96921039103569, 40.74883747325146)",UN DAG HAMMARSKJOLD LIBRARY,Manhattan
"POINT(-73.96808422728088, 40.74896297984639)",UN SECRETARIAT BUILDING,Manhattan
"POINT(-73.96768221255059, 40.75004552159509)",UN GENERAL ASSEMBLY BUILDING,Manhattan
"POINT(-73.93971961897745, 40.8258206420573)",MATTHEW HENSON PLAZA,Manhattan
"POINT(-73.85746910693234, 40.82169055375166)",CORNELL POST OFFICE,The Bronx
"POINT(-73.87250544653897, 40.8538351980384)",BRONX ZOO RIVER GATE,The Bronx
"POINT(-73.87705621462382, 40.84666880786937)",BX ZOO WILD ASIA MONORAIL,The Bronx
"POINT(-73.9314474974311, 40.84242253371589)",HIGHBRIDGE AQUEDUCT,Manhattan
"POINT(-73.97675899484963, 40.76140168750056)",MOMA GARDEN,Manhattan
"POINT(-73.98749628830828, 40.695667435142944)",OUR CHILDRENS CENTER,Brooklyn
"POINT(-74.001296495235, 40.74623502836964)",CHELSEA SQUARE RESTAURANT,Manhattan
"POINT(-73.95459049559418, 40.77870029030525)",PARK LANE PLAZA AREA,Manhattan
"POINT(-73.98955774216385, 40.69736274218335)",FEDERAL COURTHOUSE 718 330 7477,Brooklyn
"POINT(-74.01662121073329, 40.70348662330292)",CASTLE CLINTON NATIONAL MONUMENT,Manhattan
"POINT(-73.9893286364464, 40.6990780681799)",OEM,Brooklyn
"POINT(-73.9352356942161, 40.69434094467662)",ROOSEVELT II HOUSES BLDG 8,Brooklyn
"POINT(-74.00855002072623, 40.74785673639731)",CHELSEA PIERS FIELD HOUSE,Manhattan
"POINT(-74.10604864047875, 40.61854495433295)",CLOVE LAKES PARK PLAYGROUND,Staten Island
"POINT(-73.97059695259357, 40.75544220892642)",CRYSTAL PAVILION,Manhattan
"POINT(-73.89624528723986, 40.647158939353396)",BREUKELEN HOUSES BLDG 1,Brooklyn
"POINT(-73.85399730772959, 40.83735447081113)",SUSAN CASERTA PG,The Bronx
"POINT(-74.00346603302846, 40.70733267835474)",WALTER LORD GALLERY,Manhattan
"POINT(-73.96572969069432, 40.65188337250285)",PROSPECT PARK PARADE GROUND CFST,Brooklyn
"POINT(-73.95907643403744, 40.70987644806571)",LAGUARDIA PLAYGROUND S,Brooklyn
"POINT(-73.89209738915028, 40.650035609535)",BREUKELEN HOUSES BUILDING 7,Brooklyn
"POINT(-73.899153147221, 40.83856789393654)",CROTONA PLAYGROUND,The Bronx
"POINT(-73.97686640159753, 40.732757481706734)",STUYVESANT TOWN 522 E 20 524 E 20 526 E 20,Manhattan
"POINT(-73.98035057492812, 40.64531853524417)",PS 230,Brooklyn
"POINT(-73.95348464911386, 40.81627791482897)",SUCCESS ACADEMY HARLEM CENTRAL,Manhattan
"POINT(-73.89388077914751, 40.65355800547205)",BREUKELEN PLAYGROUND,Brooklyn
"POINT(-73.75304839186592, 40.68188059212561)",IS 59 SPRINGFIELD GARDENS,Queens
"POINT(-73.98176835313254, 40.73165197574148)",STUYVESANT TOWN 250 1 AVE 240 1 AVE 405 E 14,Manhattan
"POINT(-73.91132844681552, 40.87903620271771)",HS 368,The Bronx
"POINT(-73.797747384579, 40.723285365077444)",SAINT JOHN'S UNIVERSITY GARAGE,Queens
