coordinate,name,borough
"POINT(-73.95518455165352, 40.60445392252755)",CUNNINGHAM JHS,Brooklyn
"POINT(-73.98128428915152, 40.58911637434369)",PS 721,Brooklyn
"POINT(-73.78112549844975, 40.6870726141626)",PS 140 EDWARD K ELLINGTON,Queens
"POINT(-73.98295282971546, 40.69571307431268)",FDNY DIVISION 11 HQ,Brooklyn
"POINT(-74.10452792266938, 40.61664684569022)",NORBERT LEESEBERG PERENNIAL GARDEN,Staten Island
"POINT(-74.10103235366346, 40.55799416908061)",CEDAR GROVE BEACH,Staten Island
"POINT(-74.01210277998538, 40.64653369173267)",ST ANDREWS COMMUNITY DAY CARE,Brooklyn
"POINT(-73.97464270836144, 40.785181801492364)",PLANETARIUM POST OFFICE,Manhattan
"POINT(-73.98984946042536, 40.754161656049575)",MIDTOWN STATION,Manhattan
"POINT(-73.8145824619004, 40.594264828323766)",BEACH CHANNEL BUOY 11,Queens
"POINT(-74.1038479703688, 40.635248819753414)",CHILDRENS THEATRE,Staten Island
"POINT(-73.97091791528976, 40.797805785827066)",MORNINGSIDE MONTESORRI SCHOOL,Manhattan
"POINT(-73.97104650415909, 40.797849780418815)",PURPLE CIRCLE EARLY CHILDHOOD PROGRAM,Manhattan
"POINT(-73.83351755351228, 40.645688922061616)",HOWARD BEACH ENTRANCE BUOY 2,Queens
"POINT(-73.77342154349317, 40.614596717992434)",GRASS HASSOCK CHANNEL BUOY 22,Queens
"POINT(-73.97096167162908, 40.79781940239364)",ANSCHE CHESED TEMPLE SYNA,Manhattan
"POINT(-74.24034775354187, 40.49056299127662)",RARITAN BAY LIGHT 52,
"POINT(-73.97098792805615, 40.79783148637813)",YALDAYNU PRESCHOOL,Manhattan
"POINT(-74.17013329563298, 40.64426679261316)",MARINERS HARBOR YC DAYBEACON 2,Staten Island
"POINT(-74.20494501553355, 40.60230530919574)",PRALLS ISLAND CHANNEL RANGE REAR LIGHT,
"POINT(-73.93182777874044, 40.781238825199935)",HOG BACK LIGHT 14,Manhattan
"POINT(-73.8292589292898, 40.70871898620034)",POST OFF-KEW GRDNS,Queens
"POINT(-73.87083989312247, 40.62125475209648)",CANARSIE POL ISLAND,Brooklyn
"POINT(-74.00193676611937, 40.67406836868759)",RED HOOK POST OFFICE,Brooklyn
"POINT(-73.83952225013277, 40.65952745644742)",CAPTAIN MIKES CHARTER,Queens
"POINT(-73.82227920732853, 40.88243242618655)",CO-OP CITY POST OFFICE,The Bronx
"POINT(-73.83947097780626, 40.65596336441682)",HOWARD BEACH POST OFFICE,Queens
"POINT(-73.89166150524879, 40.82748132585073)",BOULEVARD POST OFFICE,The Bronx
"POINT(-73.92012300239853, 40.678982942072764)",SHIRLEY A CHISHOLM POST OFFICE,Brooklyn
"POINT(-73.91182175357767, 40.84966874596675)",DAVIDSON AVENUE DAY CARE CENTER,The Bronx
"POINT(-73.99311076682102, 40.574808096718584)",CONEY IS I (SITE 4 ) HOUSES,Brooklyn
"POINT(-73.91078764221965, 40.7617367972504)",GRAND POST OFFICE,Queens
"POINT(-74.11484011995233, 40.62469810321177)",SI ZOO ANIMAL HOSP AND NURSERY,Staten Island
"POINT(-73.93746545710555, 40.67065596455842)",ST JOHNS PLACE POST OFFICE,Brooklyn
"POINT(-73.85393668140284, 40.870204231501475)",EASTCHESTER CHILDRENS CENTER,The Bronx
"POINT(-73.8106244699545, 40.73006729965416)",PTL BORO QNS S,Queens
"POINT(-73.9362667257268, 40.77245985336017)",ASTORIA PROJECTS CHILDREN'S CTR,Queens
"POINT(-74.1017418492803, 40.56010093293627)",MANRESA K C COUNCIL,Staten Island
"POINT(-73.93024940610348, 40.68759808409608)",JANES METH CHURCH,Brooklyn
"POINT(-74.17880551449429, 40.520247107902534)",ARBUTUS BEACH,Staten Island
"POINT(-73.99496552752592, 40.63163332728595)",HEBREW ACADEMY FOR SPECIAL CHILDREN 55 ST,Brooklyn
"POINT(-74.13143253493857, 40.640232542444224)",BUCKINGHAM HOUSE SENIOR LIVING COMMUNITY,Staten Island
"POINT(-74.10383796169789, 40.63530320038116)",ALCOHOLIC CLINIC,Staten Island
"POINT(-73.83121367216116, 40.7136470983274)",CROSSROADS TOWER,Queens
"POINT(-74.01207624836992, 40.64655681443497)",ST ANDREWS EPISCOPAL CHURCH,Brooklyn
"POINT(-73.98809513991212, 40.730925693358635)",ALL SAINTS UKRANIAN ORTHO CHURCH,Manhattan
"POINT(-73.94741691920227, 40.80921462566)",ADAM CLAY ST BUILD,Manhattan
"POINT(-73.82004103373373, 40.60071627524929)",BROAD CHANNEL LIBRARY,Queens
"POINT(-73.98973125452345, 40.69573863926284)",CADMAN PLAZA POST OFFICE,Brooklyn
"POINT(-73.94479317232707, 40.81504414684716)",ST STEPHENS BAPT,Manhattan
"POINT(-73.93947141670013, 40.59074110997453)",PATHMARK NOSTRAND AV,Brooklyn
"POINT(-73.97716565471968, 40.77644665844615)",OLIVER CROMWELL BUILDING,Manhattan
"POINT(-74.12211029711484, 40.62301744647536)",ASCENSION CHURCH,Staten Island
"POINT(-73.97441179956114, 40.77304726720053)",CENTRAL PK MINERAL SPRINGS BLDG,Manhattan
"POINT(-73.97636853208671, 40.776629132136414)",DAKOTA APARTMENTS,Manhattan
"POINT(-73.91913972425266, 40.79286973902332)",DPR RANDALL'S ISLAND TENNIS CTR,Manhattan
"POINT(-73.9587875153361, 40.62565374221073)",YOUNG ISRAEL OF AVENUE J,Brooklyn
"POINT(-73.96768665946014, 40.75468729564904)",ST ALBANS SCHOOL,Manhattan
"POINT(-74.0806482486008, 40.59885563684818)",TLC OFFICE,Staten Island
"POINT(-73.97822838036416, 40.69400636943406)",ST MICHAELS CHURCH ST EDWARDS,Brooklyn
"POINT(-74.00139890340189, 40.618856112269434)",OL GAUDALUPE CHURCH,Brooklyn
"POINT(-74.01523843692077, 40.70582190516569)",WESTERN UNION INTL,Manhattan
"POINT(-74.00075032173254, 40.61888078695084)",OL GUADALUPE SCHOOL,Brooklyn
"POINT(-73.85868901458745, 40.744596706953196)",ST LEO CHURCH,Queens
"POINT(-73.9927679591558, 40.59332252335609)",ULMER PARK DEPOT,Brooklyn
"POINT(-74.07643280906233, 40.63747196367797)",TOMPKINSVILLE PARK,Staten Island
"POINT(-73.9820899816705, 40.73735823571382)",EPIPHANY SCHOOL EPIPHANY CAMPUS,Manhattan
"POINT(-73.89717187052418, 40.819091820926374)",BILL RAINEY PARK,The Bronx
"POINT(-73.74090919196874, 40.76542722505843)",ST ANASTASIA CHURCH,Queens
"POINT(-73.97790309463132, 40.77680061915398)",BANCROFT HOTL,Manhattan
"POINT(-73.95309448625949, 40.70315664564453)",MARCY AVE 47 REGIMENT ARMORY,Brooklyn
"POINT(-73.98192770794557, 40.73707110594645)",EPIPHANY CATH CHUR,Manhattan
"POINT(-73.720196205527, 40.748390810540585)",QUEENS COUNTY FARM MUSEUM,Queens
"POINT(-73.9019857081286, 40.663896157078085)",LIVONIA PARK,Brooklyn
"POINT(-73.95567852668606, 40.76188480988248)",ROCKEFELLER UNIVERSITY HOSPITAL,Manhattan
"POINT(-73.97774797661118, 40.69853476501023)",BROOKLYN NAVY YARD - BUILDING 275,Brooklyn
"POINT(-73.85475993588018, 40.83198038724451)",OLMSTEAD TRIANGLE,The Bronx
"POINT(-73.83892575251814, 40.582055303556224)",TRIBUTE PARK,Queens
"POINT(-73.94162175620616, 40.851579960424495)",PLAZA LAFAYETTE,Manhattan
"POINT(-73.96413905419487, 40.70546859870946)",INDEPENDENCE,Brooklyn
"POINT(-73.87852389666759, 40.67753940739691)",SHIELD OF FAITH GARDEN,Brooklyn
"POINT(-74.14175464900485, 40.543220946212855)",CAPTAINS MARINA,Staten Island
"POINT(-74.13157686535413, 40.60677987208371)",GOLDEN GATE NURSING HOME,Staten Island
"POINT(-74.17046129668412, 40.55968389530121)",ELKS CLUB 841,Staten Island
"POINT(-74.14151842270728, 40.54355806259816)",ATLANTIS MARINA,Staten Island
"POINT(-74.0031097707897, 40.73230390414479)",JUDITH C WHITE SENIOR CENTER,Manhattan
"POINT(-73.92537930995309, 40.83949148465094)",UNION REFORMED CHURCH,The Bronx
"POINT(-74.00307661141565, 40.73233721048045)",BARROW STREET NURSERY SCHOOL,Manhattan
"POINT(-73.9256771578369, 40.83455536858754)",HIGHBRIDGE REHABS HOUSES ANDERSON BUILDING 1,The Bronx
"POINT(-73.92368695736441, 40.784904438941666)",DEP WARDS RESID HANDLING CTRL RM,Manhattan
"POINT(-73.92140559174108, 40.79086383778383)",DEP WARDS ISLAND BUILDING 116,Manhattan
"POINT(-73.92366886784369, 40.78431815775132)",DEP WARDS IS BUILDIN 140,Manhattan
"POINT(-73.92345642688133, 40.78415322722087)",DEP WARDS ISLAND CFN HQ,Manhattan
"POINT(-73.92275708255379, 40.785016320055256)",DEP WARDS IS BUILDING 144,Manhattan
"POINT(-73.92278068472524, 40.78623482546669)",DEP WARDS ISLAND BUILDING 122,Manhattan
"POINT(-73.92451185658248, 40.78728491900534)",DEP WARDS ISLD PREHOUSE NO 1,Manhattan
"POINT(-73.92336198136833, 40.786518841121534)",DEP WI BUILDING 121,Manhattan
"POINT(-73.92411728771376, 40.78777585843247)",DEP WARDS ISLAND BUILDING 112,Manhattan
"POINT(-73.92138310994751, 40.78695007986628)",DEP WARDS ISLAND HYPO FACILITY,Manhattan
"POINT(-73.9247872714972, 40.78892348408896)",DEP WARDS ISLAND BUILDING 105,Manhattan
"POINT(-73.9246118125911, 40.78922284166554)",DEP WI BOILER,Manhattan
"POINT(-73.92433089526142, 40.78875998080671)",DEP WARDS IS PUMP AND BLOWER,Manhattan
"POINT(-73.92363713924098, 40.78835388842789)",DEP WARDS IS BUILDING 113,Manhattan
"POINT(-73.92325921921692, 40.788859096456555)",DEP WARDS IS PREHOUSE 4,Manhattan
"POINT(-73.9228291213523, 40.78941021893465)",DEP WARDS ISLAND PREHOUSE 5,Manhattan
"POINT(-73.92315004940475, 40.789519764829016)",DEP WI SLUDGE HANDLING FACILITY,Manhattan
"POINT(-73.92266111296483, 40.788671723791616)",DEP WARDS ISLAND BUILDING 123,Manhattan
"POINT(-73.92236898064512, 40.78890128183234)",DEP WARDS IS PLANT STORAGE,Manhattan
"POINT(-73.92186497947762, 40.788466784944845)",DEP WARDS IS POWER CENTER 5 B,Manhattan
"POINT(-73.92122732973718, 40.78822867449094)",DEP WI BUILDING 126,Manhattan
"POINT(-73.98823636872034, 40.69584221050434)",NYC TECH ALLIED HEALTH ANNEX,Brooklyn
"POINT(-73.86880707285421, 40.676094227562004)",PS 159 ANNEX,Brooklyn
"POINT(-73.95473384730641, 40.709221660326)",AWESOME BUNNIES CHILDCARE CENTER,Brooklyn
"POINT(-73.94493379125568, 40.67371983182826)",PS 138 ANNEX,Brooklyn
"POINT(-73.88666863483328, 40.672132500056776)",PASSAGES ACADEMY BELMONT,Brooklyn
"POINT(-73.81435355460201, 40.81397279153235)",MARINA DEL REY,The Bronx
"POINT(-73.92096766695708, 40.79095860918063)",DEP WARDS ISLAND FIRE PUMP ROOM,Manhattan
"POINT(-73.92127700713608, 40.79029332654512)",DEP WARDS ISLAND BUILDING 128,Manhattan
"POINT(-73.92127768832798, 40.791480125567524)",DEP WARDS IS BUILDING 117,Manhattan
"POINT(-74.1818416779681, 40.54431664736076)",PS 36 NR BELFIELD,Staten Island
"POINT(-73.86445890460773, 40.72731835812631)",REGO PARK LIBRARY,Queens
"POINT(-73.92971949796987, 40.82193539733274)",BRONX TERMINAL MARKET BUILDING,The Bronx
"POINT(-73.95439615588266, 40.709764614246204)",BROOKLYN ARBOR ELEMENTARY SCHOOL,Brooklyn
"POINT(-73.95057396798374, 40.68898459444227)",ARMSTRONG I PROJECTS BLDG 1,Brooklyn
"POINT(-73.90826534026264, 40.834100525948685)",WILLIAM HODSON SENIOR CENTER,The Bronx
"POINT(-73.84686971540918, 40.819777206828505)",CASTLE HILL PROJECTS BLDG 9,The Bronx
"POINT(-74.06740690477808, 40.6188436630185)",PIER 21-CLIFTON,Staten Island
"POINT(-73.84366596734881, 40.657484714731446)",WALTER WARD PLYGD,Queens
"POINT(-73.91122882072338, 40.61244576915281)",LINDOWER PARK PLAYGROUND,Brooklyn
"POINT(-73.99803499359902, 40.57462658528933)",SURFSIDE GARDENS,Brooklyn
"POINT(-74.15088562061015, 40.562334050377686)",KINGFISHER PARK,Staten Island
"POINT(-73.99441222909927, 40.59082430743)",N BLY PARK,Brooklyn
"POINT(-73.98797815154019, 40.742224337955236)",MADISON SQUARE PARK,Manhattan
"POINT(-73.8892436304479, 40.63446013919274)",JAMAICA BAY LIBRARY,Brooklyn
"POINT(-73.95513833275179, 40.668842711980126)",TROOP C ARMORY,Brooklyn
"POINT(-73.9219866951802, 40.79834670562951)",ROBERT MOSES BUILDING,Manhattan
"POINT(-73.8774475819565, 40.85500120379155)",BRONX ZOO FORDHAM ROAD GATE,The Bronx
"POINT(-73.93640396886002, 40.76067995106466)",RAVENSWOOD LIBRARY,Queens
"POINT(-73.87805611088832, 40.85385378642795)",BRONX ZOO FORDHAM ROAD PARKING,The Bronx
"POINT(-73.99945235555963, 40.69064164712593)",VAN VOORHEES PARK,Brooklyn
"POINT(-73.84217713471715, 40.869371615998105)",HOLY ROSARY CHURCH,The Bronx
"POINT(-73.95946126000908, 40.682140435283245)",NELRAK CHILD DEVELOPMENT CENTER,Brooklyn
"POINT(-73.92994986269669, 40.68053320246914)",HOLY ROSARY CHURCH,Brooklyn
"POINT(-73.9585562792624, 40.78363872031505)",NATIONAL ACADEMY MUSEUM,Manhattan
"POINT(-74.00315410880873, 40.68994472419247)",REDHOOK CONTAINER TERMINAL 8,Brooklyn
"POINT(-73.97039210689744, 40.789718842363335)",SONDRA THOMAS APTS,Manhattan
"POINT(-73.98559986066111, 40.7126218545326)",HENRY STREET SETTLEMENT CCC MONTGOMERY ST,Manhattan
"POINT(-73.94060201350418, 40.796049897762565)",JEFFERSON PROJECTS BUILDING 13,Manhattan
"POINT(-73.93825969722397, 40.81129163066604)",LINCOLN PROJECTS BUILDING 12,Manhattan
"POINT(-74.00465288689861, 40.74355678669362)",FULTON HOUSES BUILDING 6,Manhattan
"POINT(-73.90851343634586, 40.712749593430196)",PS 290,Queens
"POINT(-73.84067902596173, 40.57761963809377)",OGARA PARK PLAZA HOTEL,Queens
"POINT(-73.97913099933015, 40.73501816652101)",PETER COOPER VILLAGE 350 1 AV,Manhattan
"POINT(-73.97572070977792, 40.758937165574714)",VENEZUELA CONSULAT,Manhattan
"POINT(-73.93956646260021, 40.718481396020756)",COOPER PARK HOUSES BLDG 4,Brooklyn
"POINT(-73.95721368013825, 40.710016640251276)",WILLIAMSBURG POST OFFICE,Brooklyn
"POINT(-73.97885164628838, 40.747869599035305)",NAMIBIA MISSION,Manhattan
"POINT(-73.98495825719759, 40.739834358735756)",GRAMERCY THEATRE,Manhattan
"POINT(-73.96577180416341, 40.75766095353679)",E 55 ST CONSERVATV,Manhattan
"POINT(-73.97926942926655, 40.73194483264407)",STUYVESANT TOWN 9 STUYVESANT OVAL 7 STUYVESANT OVAL 5 STUYVESANT OVAL,Manhattan
"POINT(-73.83520569587421, 40.60556473785341)",BLACK WALL MARSH,Queens
"POINT(-74.08464280422548, 40.63643119708699)",DSNY GARAGE STATEN ISLAND 1,Staten Island
"POINT(-73.99610212199165, 40.76020450645716)",TRAVEL INN,Manhattan
"POINT(-73.95588689156408, 40.8157060017842)",SUCCESS ACADEMY HARLEM NORTH WEST,Manhattan
"POINT(-73.93948318217967, 40.82395047471935)",NATIONAL DANCE INSTITUTE CENTER FOR LEARNING & THE ARTS,Manhattan
"POINT(-73.94643435221627, 40.57687198320799)",PAT PERLATO PLAYGROUND,Brooklyn
"POINT(-73.95863355191733, 40.707950663636794)",WILLIAMS PLAZA BLDG 4,Brooklyn
"POINT(-73.96740314931112, 40.74917660557103)",UNITED NATIONS CONFERENCE BUILDING,Manhattan
"POINT(-73.96789319746978, 40.788699946516026)",BROWNSTONES HOUSES BUILDING 11,Manhattan
"POINT(-73.85502400388566, 40.73625486916896)",BARRIER PLAYGROUND,Queens
"POINT(-73.94636668180716, 40.798490671831175)",TAFT HOUSES BUILDING 10,Manhattan
"POINT(-73.96829777237501, 40.788850030706485)",BROWNSTONES HOUSES BUILDING 18,Manhattan
"POINT(-73.9379311901987, 40.79152697766497)",DWIGHT SCHOOL ATHLETIC CENTER,Manhattan
"POINT(-74.0080219315304, 40.70772695969664)",LOUISE NEVELSON PLAZA,Manhattan
"POINT(-73.9512196235764, 40.61084555431791)",WYCKOFF BENNETT HOMESTEAD,Brooklyn
"POINT(-73.95138848443058, 40.61075034140261)",WYCKOFF BENNETT MONT HOUSE PARK,Brooklyn
"POINT(-73.95135476821731, 40.61083020830777)",WYCKOFF-BENNETT MONT COMPLEX,Brooklyn
"POINT(-73.94395282283239, 40.576080942471705)",MANHATTAN BEACH,Brooklyn
"POINT(-73.90977000928905, 40.683226644748615)",EDDIE HARRIS MENS SHELTER,Brooklyn
"POINT(-74.1421876548831, 40.59762198626437)",INSTITUTE FOR BASIC RESEARCH IN DEVELOPMENTAL DISABILITIES,Staten Island
"POINT(-73.88668509501845, 40.744241284026195)",FRANK D O'CONNOR PLAYGROUND,Queens
"POINT(-73.90088251671978, 40.787272954773485)",US POWERGEN TANK 3,Queens
"POINT(-73.8364800049863, 40.58206042336453)",ROCKAWAY PARK POST OFFICE,Queens
"POINT(-73.92274820847051, 40.721343007419975)",MASPETH RECYCLING,Queens
"POINT(-74.16640299538177, 40.64069277168324)",CLEAN WATER OF NEW YORK,Staten Island
"POINT(-73.90037427226697, 40.786557784476024)",US POWERGEN TANK 4,Queens
"POINT(-73.74502498261397, 40.63731235860065)",BAY HOUSE RESTAURANT,Queens
"POINT(-73.89703127934925, 40.78602521169905)",CON ED SALT WATER TANK,Queens
"POINT(-73.89958767162264, 40.78419044348704)",CON ED LIQUIFIED NAT GAS TANK,Queens
"POINT(-73.92296525231164, 40.720533888452806)",DSNY GARAGE QN 5,Queens
"POINT(-73.92077602196234, 40.79207000667926)",FIRE DEPT TRAINING SCHOOL 25D,Manhattan
"POINT(-73.92027806515867, 40.79056359107683)",DEP WARDS IS SLUDGE DEWATERING,Manhattan
"POINT(-73.85224841133355, 40.80781949180311)",HARBOR POINT CT,The Bronx
"POINT(-73.91918417656916, 40.79003994082202)",DEP WI ENGINEERS TRAILER 103,Manhattan
"POINT(-73.91229058319917, 40.785795473360494)",CON ED OBSERVATION BUILDING,Queens
"POINT(-73.91967630906137, 40.78993887583478)",DEP WI BUILDING 134,Manhattan
"POINT(-73.91926662287479, 40.78910038335409)",DEP WARDS IS BUILDING 150,Manhattan
"POINT(-73.92013167457006, 40.78920397938342)",DEP WARDS IS E BATTERY CONTROL,Manhattan
"POINT(-73.91960082708464, 40.788568221046226)",DEP WARDS ISLAND BUILDING 149,Manhattan
"POINT(-73.91997371046207, 40.7888061574524)",DEP WI BUILDING 148,Manhattan
"POINT(-73.92013239117318, 40.78860661885929)",DEP WARDS IS EFFLUENT WATER,Manhattan
"POINT(-73.92039971412548, 40.788209091575624)",DEP WARDS ISLAND BUILDING 146,Manhattan
"POINT(-73.9171989432713, 40.797673330344956)",SUNKEN MEADOW FIELD 46,Manhattan
"POINT(-73.91805699913908, 40.797750968323356)",SUNKEN MEADOW FIELD 47,Manhattan
"POINT(-73.91904337901508, 40.79788004120259)",SUNKEN MEADOW FIELD 48,Manhattan
"POINT(-73.9273896221739, 40.8353383165827)",HIGHBRIDGE REHABS HOUSES ANDERSON BUILDING 2,The Bronx
"POINT(-73.92759062247133, 40.83538409841314)",HIGHBRIDGE REHABS HOUSES ANDERSON BUILDING 3,The Bronx
"POINT(-73.78828139456249, 40.64832160208836)",JFK AIRPORT,Queens
"POINT(-73.94936815456293, 40.80826030800306)",ENNIS FRANCIS APARTMENTS,Manhattan
"POINT(-74.01180349650011, 40.64917067214259)",PS 1 NEAR 4 AV,Brooklyn
"POINT(-73.9638240894205, 40.76710374923318)",PCT 19,Manhattan
"POINT(-73.96385726617973, 40.75331995142946)",P DETMOLD PARK,Manhattan
"POINT(-73.9039035946829, 40.8766777314079)",SIREN SLOPE,The Bronx
"POINT(-73.99053773023948, 40.69577677713765)",KOREAN WAR VETERANS PLAZA,Brooklyn
"POINT(-73.85389607723256, 40.895161307157764)",ST FRANCIS OF ROME CHURCH,The Bronx
"POINT(-74.14626620892274, 40.62947868825552)",ST ADALBERTS CHURCH,Staten Island
"POINT(-73.97364283469338, 40.66566510923684)",PROSPECT PARK - PARK MAINTENANCE,Brooklyn
"POINT(-73.88792696044435, 40.82932229585928)",NORMAN K FREEMAN TRIANGLE,The Bronx
"POINT(-73.72638773699973, 40.74596082215644)",QN CHILDREN'S PSYCHIATRIC CENTER,Queens
"POINT(-73.80358919365878, 40.7494280565883)",KISSENA PK DAY CAMP,Queens
"POINT(-73.99176777112976, 40.57239066963056)",CONEY ISLAND PARKS DEPT HQ,Brooklyn
"POINT(-73.8302185296148, 40.880206867581194)",GIVAN CREEK WOODS PARK,The Bronx
"POINT(-73.92282641439634, 40.82847786958926)",JOYCE KILMER PARK,The Bronx
"POINT(-73.92540525230683, 40.84053438579976)",MOSAIC SUCCESS GARDEN,The Bronx
"POINT(-73.7550120902637, 40.63065532679413)",HEAD OF BAY BUOY 30,
"POINT(-74.0121880954956, 40.64944815148155)",PS 1 PLAYGROUND,Brooklyn
"POINT(-73.91211689690397, 40.8302178584744)",CLAREMONT REHAB GROUP 2,The Bronx
"POINT(-73.94040769843849, 40.71480479513546)",ORIENT GROVE PARK,Brooklyn
"POINT(-73.93913116623959, 40.83576945323297)",MORRIS-JUMEL ECOLOGICAL GARDEN,Manhattan
"POINT(-73.93823813023162, 40.82678548045404)",HARLEM RIVER II HOUSES GARAGE,Manhattan
"POINT(-73.88990817998253, 40.674264284348304)",GLENMORE HENDRIX BLOCK ASSOCIATION GARDEN,Brooklyn
"POINT(-73.93262852630444, 40.67977332160675)",FULTON PARK,Brooklyn
"POINT(-74.00226002333476, 40.727675121825236)",COOKE CENTER ACADEMY,Manhattan
"POINT(-73.98315397243174, 40.77448214255527)",LINCOLN SQ MTR INN,Manhattan
"POINT(-73.98505670166853, 40.69936756692655)",BROWNE PARK,Brooklyn
"POINT(-73.96525843088264, 40.802967155178)",PENTECOSTAL CHURCH JOHN 8:32,Manhattan
"POINT(-73.81464374360003, 40.790238083955614)",QSAC DAY SCHOOL,Queens
"POINT(-73.94665312949088, 40.6429858129117)",MOUNT RORAIMA DAY CARE SCHOOL,Brooklyn
"POINT(-73.97389099737751, 40.698375055229185)",BROOKLYN NAVY YARD - BUILDING 30,Brooklyn
"POINT(-73.84835768415817, 40.88021358980978)",NEW COVENANT CHRISTIAN SCHOOL NORTHEAST CAMPUS,The Bronx
"POINT(-73.92030861016248, 40.868374400227275)",GOOD SHEPHERD CHURCH BROADWAY,Manhattan
"POINT(-74.032838284354, 40.60924533756621)",FORT HAMILTON MUSEUM,Brooklyn
"POINT(-73.87679414146592, 40.73856069413675)",ELMHURST LIBRARY,Queens
"POINT(-73.95608586782984, 40.76278466180413)",ROCKEFELLER UNIVERSITY,Manhattan
"POINT(-73.85481149971365, 40.6412535912692)",NORTH CHANNEL LIGHTED BUOY 26,Brooklyn
"POINT(-73.9260109639261, 40.80034116388198)",NYPD POLICE DEPARTMENT MARINA,Manhattan
"POINT(-74.10816377811388, 40.61773063319078)",CLOVE LAKE PARK RESTAURANT,Staten Island
"POINT(-73.95333875657681, 40.79067560703151)",MOUNT SINAI GUGGENHEIM PAVILION,Manhattan
"POINT(-74.076388276564, 40.63726862701066)",TOMPKINSVILLE PK COMFORT STN,Staten Island
"POINT(-74.01129358555617, 40.73417667935537)",PIER 46,Manhattan
"POINT(-73.88775554543963, 40.778322109431144)",LAGUARDIA AIRPORT SECURITY ZONE DAYBEACON B,Queens
"POINT(-73.88957518940235, 40.81263838846396)",DOS GARAGE BRONX 2,The Bronx
"POINT(-74.12817758597218, 40.643938594587524)",KILL VAN KULL CHANNEL LIGHTED BUOY 10,
"POINT(-74.0256970845665, 40.59041604501145)",GRAVESEND BAY ANCHORAGE BUOY B,Brooklyn
"POINT(-73.74723405641816, 40.63531212598543)",HEAD OF BAY BUOY NP,Queens
"POINT(-73.75584357462014, 40.61051827017903)",MOTTS BASIN BUOY 6,Queens
"POINT(-73.84215667251775, 40.7423769201615)",FLUSHING MEADOWS/CORONA PARK,Queens
"POINT(-74.08911202545008, 40.63548239619628)",ASSUMPTION PARISH,Staten Island
"POINT(-73.80998770076191, 40.665128748989595)",DOS GARAGE QUEENS 10,Queens
"POINT(-74.00472204103738, 40.75346688913531)",DSNY GARAGE MN 6,Manhattan
"POINT(-73.88911919414653, 40.67438949543479)",CLARA'S GARDEN,Brooklyn
"POINT(-73.91130618951308, 40.843494749974425)",LEBANON HOSP,The Bronx
"POINT(-73.97335910799542, 40.8002458725651)",RIVERSIDE PARK,Manhattan
"POINT(-73.8517122937479, 40.74711080153844)",FLUSHING MEADOW HALL OF SCIENCE,Queens
"POINT(-74.10151379888624, 40.637222412468454)",ALLISON POND PARK,Staten Island
"POINT(-73.78130602317329, 40.59570958031608)",PS 105 THE BAY SCHOOL,Queens
"POINT(-73.87617481946258, 40.68876429840487)",SALEM FIELD CEMETERY,Brooklyn
"POINT(-73.875176533582, 40.80966385884042)",HUNTS POINT TERMINAL,The Bronx
"POINT(-73.88850002587876, 40.67407185717516)",HERBAL GARDEN,Brooklyn
"POINT(-73.7843726105512, 40.66485645713246)",DOS GARAGE QUEENS 13,Queens
"POINT(-73.91433487741094, 40.86960828276216)",DOS GARAGE BRONX 8,Manhattan
"POINT(-73.91336119092882, 40.869278633046484)",DOS GARAGE MN 8,Manhattan
"POINT(-73.96451626218138, 40.680579869313235)",LOWRY PARK,Brooklyn
"POINT(-73.81010828345046, 40.66514083021575)",DOS GARAGE QN EAST 8,Queens
"POINT(-73.97649179977716, 40.69509438290369)",EMS BC31,Brooklyn
"POINT(-73.88738421721092, 40.67376023059511)",MW UNITIED ORIENT GRANDE LODGE,Brooklyn
"POINT(-73.93584079392224, 40.80847684337472)",DOS GARAGE MANHATTAN 10,Manhattan
"POINT(-73.80965617743837, 40.81297052370454)",SILVER BEACH,The Bronx
"POINT(-73.93206544644822, 40.67691925439804)",DOS GARAGE BK 8,Brooklyn
"POINT(-73.81683703105635, 40.69671052054074)",DOS GARAGE QUEENS WEST 9,Queens
"POINT(-73.93516730748914, 40.761962516308)",DSNY GARAGE QN 1,Queens
"POINT(-73.97230272840373, 40.76353858526373)",GENERAL MOTORS BUILDING,Manhattan
"POINT(-73.82264450593485, 40.86167518417751)",CO-OP CITY EARHART LANE TOWN HOUSES @ 1 TO 8 EARHART LANE,The Bronx
"POINT(-73.98725463799865, 40.76811763598138)",HOLIDAY INN MIDTOWN,Manhattan
"POINT(-74.05926130089675, 40.607440372479225)",ARTHUR VON BRIESEN PARK,Staten Island
"POINT(-73.87383680387923, 40.6510272839782)",BJ 'S GATEWAY CENTER,Brooklyn
"POINT(-73.83882327138998, 40.72257075132889)",PS 196 ANNEX,Queens
"POINT(-73.80072010326535, 40.702923204703126)",ADDABBO FED BLDG,Queens
"POINT(-73.76628112728736, 40.72553431718138)",MCLAUGHLIN PLAYGROUND,Queens
"POINT(-73.98854513095233, 40.73006087256059)",COOPER UNION STUYVESANT FISH HOUSE,Manhattan
"POINT(-73.95772846892193, 40.74750271905006)",PEPSI SIGN,Queens
"POINT(-73.80178432761598, 40.70243717207874)",FIRST REFORMED DUTCH CHURCH HISTORICAL,Queens
"POINT(-73.91510583302816, 40.81243933518348)",MOTT HAVEN 9 B BUILDING 7,The Bronx
